,season,holiday,weather,temp,humidity,windspeed,count,hour,month,hour_count,wendu,wh
9088,3,0,1,27.06,89,0.0,73,1,9,低谷,3,2
6852,2,0,1,22.96,24,8.9981,379,20,4,中高峰,2,0
7024,2,0,1,13.94,36,27.9993,30,0,4,低谷,1,2
1648,2,0,1,22.96,35,6.0032,137,14,4,中高峰,2,1
10431,4,0,1,10.66,81,0.0,69,1,12,低谷,0,2
6332,1,0,2,18.86,94,19.0012,6,2,3,低谷,2,2
5390,4,0,1,11.48,48,16.9979,234,16,12,高峰,0,0
2926,3,0,1,31.16,55,12.998,268,20,7,中高峰,4,1
8486,3,0,2,27.88,83,6.0032,211,23,7,正常,3,1
978,1,0,2,12.3,100,8.9981,3,5,3,低谷,1,2
73,1,0,1,4.92,68,7.0015,4,5,1,低谷,0,2
3742,3,0,3,22.14,88,19.0012,121,21,9,正常,2,2
6202,1,0,1,17.22,35,19.9995,266,16,2,高峰,2,1
4895,4,0,2,17.22,82,11.0014,5,1,11,低谷,2,2
1720,2,0,1,21.32,34,26.0027,361,14,4,中高峰,2,0
6340,1,0,1,21.32,55,11.0014,133,10,3,正常,2,1
6014,1,0,1,13.94,46,11.0014,201,20,2,中高峰,1,0
9516,3,0,1,20.5,59,11.0014,349,21,9,正常,2,2
9448,3,0,1,21.32,72,6.0032,21,1,9,低谷,2,2
9673,4,0,2,17.22,67,12.998,185,10,10,正常,2,0
10877,4,0,1,17.22,50,19.0012,237,15,12,中高峰,2,1
970,1,0,2,12.3,70,15.0013,70,21,3,正常,1,2
2704,3,0,1,33.62,23,12.998,303,14,7,中高峰,5,1
3437,3,0,1,27.06,65,8.9981,27,3,8,低谷,3,2
6144,1,0,1,4.1,49,26.0027,2,6,2,正常,0,2
3606,3,0,1,22.96,83,6.0032,7,4,9,低谷,2,2
10747,4,0,1,8.2,69,7.0015,34,5,12,低谷,0,2
5259,4,0,1,7.38,86,0.0,20,5,12,低谷,0,2
8036,2,0,1,22.14,88,7.0015,33,5,6,低谷,2,2
1065,1,0,1,12.3,49,15.0013,55,22,3,正常,1,2
4646,4,0,1,18.86,55,15.0013,347,16,11,高峰,2,0
5824,1,0,1,18.86,67,31.0009,180,21,1,正常,2,2
10005,4,0,1,12.3,70,11.0014,122,6,11,正常,1,2
462,1,0,3,9.02,93,15.0013,155,8,2,高峰,0,0
9859,4,0,2,22.96,68,15.0013,10,4,10,低谷,2,2
10398,4,0,2,16.4,62,22.0028,372,16,11,高峰,1,0
8378,3,0,1,32.8,46,12.998,249,11,7,中高峰,4,1
5937,1,0,1,14.76,46,15.0013,170,14,2,中高峰,1,1
5537,1,0,1,12.3,49,0.0,177,20,1,中高峰,1,0
10053,4,0,1,11.48,61,8.9981,16,6,11,正常,0,2
1617,2,0,3,14.76,100,15.0013,70,7,4,正常,1,0
8090,2,0,1,25.42,57,7.0015,546,11,6,中高峰,3,0
2366,2,0,1,31.16,37,11.0014,153,12,6,中高峰,4,1
5225,4,0,1,9.02,55,12.998,105,19,12,高峰,0,0
1909,2,0,2,22.14,49,22.0028,165,11,5,中高峰,2,1
7171,2,0,1,27.06,44,15.0013,9,4,4,低谷,3,2
6914,2,0,1,14.76,40,22.0028,238,10,4,正常,1,1
735,1,0,1,15.58,37,23.9994,11,0,2,低谷,1,2
7533,2,0,1,21.32,68,11.0014,21,6,5,正常,2,2
7464,2,0,1,20.5,59,31.0009,361,9,5,中高峰,2,0
6494,1,0,1,20.5,51,16.9979,260,20,3,中高峰,2,0
5347,4,0,2,13.12,45,11.0014,102,21,12,正常,1,2
1917,2,0,3,22.14,52,23.9994,292,19,5,高峰,2,0
8421,3,0,1,26.24,73,6.0032,178,6,7,正常,3,2
8989,3,0,1,29.52,51,11.0014,254,22,8,正常,4,2
3240,3,0,1,27.88,74,12.998,174,22,8,正常,3,2
6099,1,0,1,9.02,55,11.0014,275,9,2,中高峰,0,0
366,1,0,1,8.2,40,11.0014,67,18,1,高峰,0,0
6942,2,0,1,20.5,22,19.9995,578,14,4,中高峰,2,0
6105,1,0,2,13.12,45,8.9981,191,15,2,中高峰,1,1
6798,2,0,2,18.04,62,12.998,464,13,4,高峰,2,0
5964,1,0,3,12.3,70,12.998,67,17,2,高峰,1,0
1675,2,1,2,20.5,63,26.0027,331,17,4,高峰,2,0
2473,2,0,1,29.52,74,11.0014,146,23,6,正常,4,2
6419,1,0,1,13.94,31,36.9974,263,17,3,高峰,1,0
4997,4,0,1,9.02,87,6.0032,205,7,12,正常,0,0
5510,1,0,2,8.2,40,12.998,281,17,1,高峰,0,0
5645,1,0,2,7.38,93,11.0014,195,9,1,中高峰,0,0
452,1,0,2,9.02,87,6.0032,36,22,2,正常,0,2
336,1,0,1,9.84,48,15.0013,89,12,1,中高峰,0,0
3152,3,0,1,27.06,83,6.0032,100,6,8,正常,3,2
7615,2,0,1,29.52,45,7.0015,446,16,5,高峰,4,1
2875,3,0,3,27.06,89,30.0026,167,17,7,高峰,3,0
7866,2,0,1,22.14,60,6.0032,8,3,6,低谷,2,2
7391,2,0,2,20.5,82,12.998,639,8,5,高峰,2,0
2533,2,0,1,27.06,41,19.9995,159,11,6,中高峰,3,1
10526,4,0,1,20.5,59,19.0012,37,0,12,低谷,2,2
9047,3,0,2,26.24,69,7.0015,124,8,8,高峰,3,1
9228,3,0,1,28.7,74,11.0014,301,21,9,正常,4,2
8811,3,0,1,34.44,44,7.0015,277,12,8,中高峰,5,1
6937,2,0,1,16.4,30,16.9979,276,9,4,中高峰,1,1
9759,4,0,1,18.04,51,8.9981,42,0,10,低谷,2,2
3051,3,0,1,24.6,69,7.0015,75,1,7,低谷,3,2
10735,4,0,1,13.12,42,7.0015,550,17,12,高峰,1,0
1054,1,0,2,14.76,25,11.0014,78,11,3,中高峰,1,1
103,1,0,1,10.66,33,22.0028,79,12,1,中高峰,0,1
8132,2,0,2,24.6,78,12.998,37,5,6,低谷,3,2
6166,1,0,1,4.92,54,6.0032,2,4,2,低谷,0,2
10149,4,0,1,11.48,36,26.0027,423,7,11,正常,0,0
10269,4,0,3,13.12,87,16.9979,107,7,11,正常,1,0
7625,2,0,1,24.6,78,11.0014,16,2,5,低谷,3,2
2878,3,0,1,27.06,83,11.0014,250,20,7,中高峰,3,0
3399,3,0,1,31.16,31,15.0013,217,13,8,高峰,4,1
2191,2,0,1,21.32,100,15.0013,9,5,5,低谷,2,2
5303,4,0,2,13.12,70,11.0014,20,1,12,低谷,1,2
5655,1,0,1,15.58,46,7.0015,281,19,1,高峰,1,0
1824,2,0,2,24.6,73,0.0,125,22,5,正常,3,2
4885,4,0,3,19.68,94,7.0015,66,15,11,中高峰,2,1
9595,4,0,2,26.24,89,0.0,10,4,10,低谷,3,2
7058,2,0,1,17.22,47,19.9995,224,11,4,中高峰,2,1
2028,2,0,1,22.14,68,6.0032,154,10,5,正常,2,1
7791,2,0,1,22.14,68,27.9993,34,0,6,低谷,2,2
7461,2,0,1,18.04,72,15.0013,139,6,5,正常,2,2
5431,1,0,1,10.66,93,7.0015,40,9,1,中高峰,0,1
7098,2,0,1,14.76,66,6.0032,32,3,4,低谷,1,2
9034,3,0,1,28.7,45,11.0014,488,19,8,高峰,4,0
6577,1,0,1,9.02,69,8.9981,72,8,3,高峰,0,1
3035,3,0,1,27.88,54,12.998,207,9,7,中高峰,3,0
5100,4,0,3,19.68,100,15.0013,75,14,12,中高峰,2,1
2338,2,0,2,24.6,73,16.9979,98,8,6,高峰,3,1
2431,2,0,2,28.7,84,0.0,20,5,6,低谷,4,2
7699,2,0,2,25.42,73,6.0032,6,4,6,低谷,3,2
6853,2,0,1,22.14,45,0.0,243,21,4,正常,2,2
10878,4,0,1,17.22,50,23.9994,334,16,12,高峰,2,1
6182,1,0,1,12.3,42,11.0014,214,20,2,中高峰,1,0
116,1,0,1,6.56,64,0.0,4,1,1,低谷,0,2
4133,4,0,1,16.4,82,7.0015,112,6,10,正常,1,2
4853,4,0,2,22.14,68,11.0014,319,7,11,正常,2,0
9347,3,0,1,25.42,57,8.9981,470,20,9,中高峰,3,0
1849,2,0,2,22.96,68,22.0028,62,23,5,正常,2,2
4181,4,0,1,16.4,66,12.998,114,6,10,正常,1,2
2771,3,1,2,29.52,66,6.0032,238,9,7,中高峰,4,1
3119,3,0,1,30.34,66,12.998,202,21,7,正常,4,2
8554,3,0,1,36.08,35,16.9979,547,19,7,高峰,5,0
241,1,0,2,8.2,51,11.0014,54,10,1,正常,0,1
1310,1,0,1,18.86,36,30.0026,196,11,3,中高峰,2,0
4779,4,0,1,9.02,75,6.0032,4,5,11,低谷,0,2
8261,3,0,1,37.72,33,22.0028,241,14,7,中高峰,5,1
9155,3,0,1,30.34,70,16.9979,385,20,9,中高峰,4,0
7908,2,0,1,30.34,40,12.998,316,21,6,正常,4,1
8399,3,0,2,27.88,79,11.0014,674,8,7,高峰,3,0
1951,2,0,2,18.04,77,0.0,5,5,5,低谷,2,2
4532,4,0,1,14.76,81,0.0,96,22,11,正常,1,2
2919,3,0,1,32.8,46,19.9995,367,13,7,高峰,4,0
2142,2,0,1,20.5,100,8.9981,6,4,5,低谷,2,2
515,1,0,2,11.48,48,16.9979,90,15,2,中高峰,0,1
6962,2,0,1,20.5,25,15.0013,299,10,4,正常,2,0
6287,1,0,1,9.84,70,6.0032,1,5,2,低谷,0,2
5326,4,0,1,20.5,72,22.0028,72,0,12,低谷,2,2
9111,3,1,2,27.06,94,0.0,104,0,9,低谷,3,2
6465,1,0,1,13.94,36,19.9995,166,15,3,中高峰,1,1
9337,3,0,1,25.42,61,8.9981,205,10,9,正常,3,1
6508,1,0,1,20.5,68,31.0009,138,10,3,正常,2,1
447,1,0,2,9.84,75,0.0,176,17,2,高峰,0,0
10697,4,0,1,10.66,60,8.9981,10,3,12,低谷,0,2
9074,3,0,2,32.8,55,15.0013,492,11,9,中高峰,4,0
4262,4,0,1,27.88,51,11.0014,407,15,10,中高峰,3,0
10643,4,0,2,14.76,100,7.0015,96,21,12,正常,1,1
9693,4,1,1,13.94,76,7.0015,59,6,10,正常,1,2
5578,1,0,1,18.04,44,12.998,445,13,1,高峰,2,0
9550,4,0,3,23.78,83,7.0015,260,7,10,正常,3,0
7206,2,0,3,17.22,77,12.998,98,15,4,中高峰,2,1
3227,3,0,1,29.52,74,22.0028,187,9,8,中高峰,4,0
2487,2,0,1,32.8,55,12.998,387,13,6,高峰,4,0
8097,2,0,1,26.24,53,12.998,513,18,6,高峰,3,0
8119,2,0,2,24.6,73,12.998,332,16,6,高峰,3,1
3096,3,0,1,29.52,66,15.0013,181,22,7,正常,4,1
3803,3,0,2,25.42,94,0.0,72,11,9,中高峰,3,1
8852,3,0,1,25.42,88,7.0015,11,5,8,低谷,3,2
2198,2,0,1,22.96,94,19.9995,54,12,5,中高峰,2,1
5398,4,0,1,8.2,75,6.0032,17,0,12,低谷,0,2
8269,3,0,1,33.62,59,8.9981,225,22,7,正常,5,2
9203,3,0,1,27.06,78,15.0013,406,20,9,中高峰,3,0
9838,4,0,1,17.22,82,15.0013,51,7,10,正常,2,2
7104,2,0,1,17.22,54,8.9981,265,9,4,中高峰,2,1
8845,3,0,1,29.52,74,19.0012,218,22,8,正常,4,2
5063,4,0,1,13.12,87,0.0,12,1,12,低谷,1,2
8104,2,0,1,22.14,77,15.0013,14,1,6,低谷,2,2
4535,4,0,1,12.3,87,0.0,10,1,11,低谷,1,2
4559,4,0,1,13.94,81,8.9981,15,1,11,低谷,1,2
2383,2,0,1,23.78,88,11.0014,32,5,6,低谷,3,2
8111,2,0,2,22.14,83,12.998,474,8,6,高峰,2,0
5372,4,0,1,8.2,75,11.0014,80,22,12,正常,0,1
8462,3,0,2,29.52,45,8.9981,212,23,7,正常,4,2
1709,2,0,1,16.4,66,8.9981,25,3,4,低谷,1,2
7209,2,0,2,17.22,77,0.0,505,18,4,高峰,2,0
7342,2,0,1,22.96,88,0.0,87,7,5,正常,2,2
2619,2,0,1,22.96,94,8.9981,23,1,6,低谷,2,2
6880,2,0,1,21.32,23,27.9993,45,0,4,低谷,2,2
987,1,0,2,19.68,59,19.0012,198,14,3,中高峰,2,0
616,1,0,1,6.56,40,22.0028,56,20,2,中高峰,0,0
8614,3,0,2,26.24,83,8.9981,487,7,8,正常,3,0
10248,4,1,1,19.68,77,11.0014,266,10,11,正常,2,0
5524,1,0,2,8.2,69,6.0032,215,7,1,正常,0,0
7009,2,0,1,17.22,67,12.998,319,9,4,中高峰,2,0
1183,1,0,1,10.66,65,7.0015,11,0,3,低谷,0,2
10238,4,1,1,17.22,71,7.0015,49,0,11,低谷,2,2
9686,4,0,1,14.76,93,8.9981,80,23,10,正常,1,1
8640,3,0,1,31.16,66,7.0015,343,9,8,中高峰,4,0
3807,3,0,1,30.34,66,0.0,188,15,9,中高峰,4,1
757,1,0,1,13.94,46,43.9989,45,22,2,正常,1,2
5166,4,0,1,9.84,81,0.0,385,8,12,高峰,0,0
6283,1,0,1,13.12,49,11.0014,45,1,2,低谷,1,2
5878,1,0,1,18.04,44,12.998,3,3,2,低谷,2,2
599,1,0,3,11.48,93,11.0014,1,3,2,低谷,0,2
5713,1,0,2,12.3,70,36.9974,21,5,1,低谷,1,2
4271,4,1,1,20.5,94,0.0,53,0,10,低谷,2,2
1526,2,0,2,14.76,81,0.0,142,11,4,中高峰,1,0
8038,2,0,1,22.96,83,11.0014,430,7,6,正常,2,0
5066,4,0,1,12.3,87,7.0015,7,4,12,低谷,1,2
9719,4,0,2,17.22,80,12.998,713,8,10,高峰,2,0
5884,1,0,2,14.76,71,12.998,276,9,2,中高峰,1,0
1229,1,0,3,12.3,93,16.9979,8,0,3,低谷,1,2
1647,2,0,1,22.96,37,15.0013,159,13,4,高峰,2,1
8431,3,0,1,32.8,36,12.998,439,16,7,高峰,4,1
1663,2,1,1,14.76,81,7.0015,13,5,4,低谷,1,2
7178,2,0,1,24.6,33,27.9993,239,11,4,中高峰,3,1
2157,2,0,1,23.78,83,16.9979,308,19,5,高峰,3,0
8737,3,0,1,30.34,70,15.0013,213,10,8,正常,4,1
3545,3,0,1,32.8,43,8.9981,159,15,8,中高峰,4,1
5945,1,0,1,13.94,49,7.0015,119,22,2,正常,1,2
741,1,0,1,13.94,46,19.9995,26,6,2,正常,1,2
3490,3,0,1,26.24,78,22.0028,355,8,8,高峰,3,0
6213,1,0,1,11.48,75,0.0,3,3,2,低谷,0,2
9560,4,0,3,25.42,88,7.0015,715,17,10,高峰,3,0
8924,3,0,2,27.88,89,12.998,36,5,8,低谷,3,2
9180,3,0,1,29.52,79,0.0,296,21,9,正常,4,2
7888,2,0,1,26.24,53,6.0032,123,1,6,低谷,3,2
7085,2,0,1,21.32,27,0.0,348,14,4,中高峰,2,1
374,1,1,2,7.38,43,16.9979,8,2,1,低谷,0,2
7690,2,0,1,28.7,39,8.9981,432,19,5,高峰,4,0
81,1,0,1,9.84,56,12.998,97,13,1,高峰,0,1
7311,2,0,1,24.6,78,22.0028,89,0,5,低谷,3,2
3230,3,0,2,31.16,62,15.0013,205,12,8,中高峰,4,1
5018,4,0,1,9.02,75,8.9981,8,4,12,低谷,0,2
6759,1,0,1,20.5,77,7.0015,100,22,3,正常,2,1
2096,2,0,2,20.5,88,7.0015,11,6,5,正常,2,2
9122,3,1,2,30.34,70,19.0012,459,11,9,中高峰,4,0
6042,1,0,1,12.3,56,15.0013,23,0,2,低谷,1,2
1390,2,0,2,17.22,44,12.998,144,19,4,高峰,2,0
6744,1,0,3,17.22,88,11.0014,42,7,3,正常,2,2
9243,3,0,1,32.8,55,32.9975,694,12,9,中高峰,4,0
778,1,0,1,10.66,33,7.0015,101,20,2,中高峰,0,0
4387,4,0,1,21.32,42,12.998,196,20,10,中高峰,2,0
298,1,0,1,5.74,46,19.9995,40,21,1,正常,0,2
220,1,0,2,6.56,47,19.0012,30,11,1,中高峰,0,1
3627,3,0,3,25.42,73,7.0015,32,1,9,低谷,3,2
9504,3,0,1,22.14,60,16.9979,362,9,9,中高峰,2,0
1688,2,0,3,16.4,82,22.0028,10,6,4,正常,1,2
9374,3,0,1,23.78,73,7.0015,170,23,9,正常,3,2
7624,2,0,1,24.6,83,11.0014,28,1,5,低谷,3,2
9605,4,0,1,28.7,61,16.9979,267,14,10,中高峰,4,1
7705,2,0,2,27.06,78,19.0012,204,10,6,正常,3,1
6348,1,0,1,22.14,34,23.9994,525,18,3,高峰,2,0
5526,1,0,2,9.02,69,0.0,227,9,1,中高峰,0,0
6363,1,0,1,12.3,81,0.0,314,9,3,中高峰,1,0
3333,3,0,1,33.62,43,7.0015,416,19,8,高峰,5,0
285,1,0,1,5.74,50,12.998,202,8,1,高峰,0,0
6820,2,0,1,18.04,44,30.0026,281,12,4,中高峰,2,1
2603,2,0,2,25.42,65,12.998,261,9,6,中高峰,3,0
8577,3,0,2,31.16,62,8.9981,643,18,7,高峰,4,0
3526,3,0,1,30.34,51,0.0,280,20,8,中高峰,4,0
1320,1,0,1,16.4,37,19.9995,93,21,3,正常,1,1
2476,2,0,1,28.7,79,7.0015,60,2,6,低谷,4,2
6473,1,0,1,11.48,61,15.0013,54,23,3,正常,0,2
8747,3,0,1,31.16,66,11.0014,457,20,8,中高峰,4,0
1889,2,0,1,22.96,26,32.9975,147,15,5,中高峰,2,1
4062,4,0,3,17.22,67,16.9979,36,7,10,正常,2,2
6270,1,0,1,15.58,46,26.0027,198,12,2,中高峰,1,1
3360,3,0,1,31.98,46,19.9995,155,22,8,正常,4,2
513,1,0,2,10.66,50,15.0013,82,13,2,高峰,0,1
1369,2,0,1,13.12,61,19.9995,55,22,4,正常,1,1
8329,3,0,1,36.9,45,0.0,319,10,7,正常,5,0
7867,2,0,1,21.32,63,0.0,10,4,6,低谷,2,2
1897,2,0,1,18.86,41,12.998,115,23,5,正常,2,2
2511,2,0,1,31.98,59,19.0012,373,13,6,高峰,4,0
1199,1,0,1,15.58,40,12.998,271,17,3,高峰,1,0
8983,3,0,1,33.62,32,15.0013,419,16,8,高峰,5,1
5690,1,0,3,14.76,93,8.9981,89,6,1,正常,1,2
5186,4,0,2,10.66,65,7.0015,3,4,12,低谷,0,2
5504,1,0,2,3.28,42,6.0032,46,11,1,中高峰,0,1
702,1,0,1,13.94,31,19.0012,120,14,2,中高峰,1,0
9387,3,0,2,28.7,54,12.998,409,12,9,中高峰,4,1
3319,3,0,1,28.7,79,6.0032,15,5,8,低谷,4,2
4248,4,0,1,18.86,88,0.0,78,1,10,低谷,2,2
2678,2,0,2,30.34,55,6.0032,396,12,6,中高峰,4,0
6320,1,0,2,13.12,45,12.998,237,14,2,中高峰,1,0
5788,1,1,1,4.1,58,11.0014,78,8,1,高峰,0,1
9546,4,0,2,22.14,88,12.998,5,3,10,低谷,2,2
3854,3,0,1,29.52,58,19.0012,342,14,9,中高峰,4,0
5383,4,0,1,9.02,64,11.0014,81,9,12,中高峰,0,1
2534,2,0,1,27.06,41,19.0012,196,12,6,中高峰,3,1
2816,3,0,1,28.7,79,6.0032,121,6,7,正常,4,2
2136,2,0,1,22.96,83,0.0,117,22,5,正常,2,1
7749,2,0,1,18.86,82,7.0015,22,6,6,正常,2,2
7582,2,0,3,22.96,94,8.9981,92,7,5,正常,2,0
5861,1,0,1,5.74,59,0.0,108,10,1,正常,0,1
1980,2,0,1,22.96,52,12.998,119,10,5,正常,2,1
9053,3,0,3,26.24,73,0.0,149,14,8,中高峰,3,0
5233,4,0,1,7.38,74,0.0,2,3,12,低谷,0,2
1324,2,0,3,10.66,100,11.0014,4,1,4,低谷,0,2
9713,4,0,3,14.76,87,16.9979,7,2,10,低谷,1,2
3750,3,0,2,22.96,100,8.9981,16,5,9,低谷,2,2
9893,4,0,1,22.14,39,16.9979,308,14,10,中高峰,2,1
4223,4,0,1,19.68,72,0.0,89,0,10,低谷,2,2
6352,1,0,1,15.58,50,16.9979,126,22,3,正常,1,2
9125,3,1,1,30.34,70,19.9995,512,14,9,中高峰,4,0
8428,3,0,1,32.8,33,15.0013,277,13,7,高峰,4,1
8251,3,0,1,29.52,58,0.0,7,4,7,低谷,4,2
7989,2,0,1,24.6,83,15.0013,194,6,6,正常,3,2
9496,3,0,2,22.14,68,16.9979,12,1,9,低谷,2,2
9391,3,0,2,29.52,51,0.0,563,16,9,高峰,4,1
5211,4,0,1,7.38,59,7.0015,6,5,12,低谷,0,2
8725,3,0,1,29.52,79,6.0032,157,22,8,正常,4,1
6682,1,0,1,28.7,39,16.9979,713,17,3,高峰,4,0
10732,4,0,1,14.76,34,11.0014,242,14,12,中高峰,1,1
556,1,0,1,9.84,65,7.0015,23,8,2,高峰,0,1
1946,2,0,2,20.5,59,7.0015,100,0,5,低谷,2,2
7572,2,0,2,23.78,83,6.0032,152,21,5,正常,3,2
7358,2,0,2,22.96,83,19.0012,149,23,5,正常,2,1
10334,4,0,2,13.12,66,7.0015,65,0,11,低谷,1,2
5827,1,0,2,18.86,77,22.0028,17,0,1,低谷,2,2
8700,3,0,1,32.8,59,16.9979,289,21,8,正常,4,1
2915,3,0,1,30.34,66,6.0032,169,9,7,中高峰,4,1
510,1,0,2,8.2,51,8.9981,51,10,2,正常,0,1
5609,1,0,1,12.3,52,11.0014,126,20,1,中高峰,1,1
967,1,0,2,13.94,53,19.9995,187,18,3,高峰,1,0
8015,2,0,1,24.6,64,22.0028,719,8,6,高峰,3,0
5471,1,0,1,7.38,51,16.9979,3,2,1,低谷,0,2
6753,1,0,1,22.14,73,6.0032,541,16,3,高峰,2,0
4845,4,0,1,22.96,64,19.9995,61,23,11,正常,2,2
6534,1,0,1,14.76,34,27.9993,201,12,3,中高峰,1,1
4110,4,0,2,14.76,71,8.9981,249,7,10,正常,1,0
2518,2,0,1,27.06,83,11.0014,206,20,6,中高峰,3,1
6934,2,0,1,13.12,36,12.998,19,6,4,正常,1,2
8089,2,0,1,23.78,64,0.0,436,10,6,正常,3,0
1931,2,0,1,22.14,49,19.0012,218,9,5,中高峰,2,1
3852,3,0,1,28.7,65,0.0,411,12,9,中高峰,4,0
7153,2,1,1,25.42,69,16.9979,224,10,4,正常,3,0
4368,4,0,1,23.78,94,8.9981,24,1,10,低谷,3,2
2933,3,0,1,27.88,65,11.0014,10,3,7,低谷,3,2
5111,4,0,2,18.86,100,16.9979,13,1,12,低谷,2,2
3953,3,0,3,19.68,67,40.9973,244,18,9,高峰,2,0
4398,4,0,1,16.4,76,7.0015,57,7,10,正常,1,2
7439,2,0,2,24.6,83,8.9981,622,8,5,高峰,3,0
7916,2,0,1,25.42,69,6.0032,13,5,6,低谷,3,2
1433,2,0,2,14.76,57,32.9975,76,14,4,中高峰,1,1
2311,2,0,1,20.5,64,0.0,8,5,6,低谷,2,2
4018,3,0,1,21.32,68,15.0013,317,11,9,中高峰,2,0
7787,2,0,1,24.6,40,23.9994,461,20,6,中高峰,3,0
9202,3,0,1,27.88,74,16.9979,558,19,9,高峰,3,0
7379,2,0,1,24.6,64,12.998,276,20,5,中高峰,3,1
1736,2,0,1,16.4,82,0.0,54,6,4,正常,1,2
9889,4,0,1,20.5,48,19.0012,222,10,10,正常,2,1
7332,2,0,1,26.24,69,12.998,235,21,5,正常,3,2
1084,1,0,2,13.94,76,19.9995,194,17,3,高峰,1,0
8873,3,0,1,26.24,69,8.9981,86,2,8,低谷,3,2
123,1,0,2,7.38,51,0.0,122,9,1,中高峰,0,0
1989,2,0,1,23.78,43,12.998,384,19,5,高峰,3,0
10166,4,0,1,13.94,49,22.0028,55,0,11,低谷,1,2
7213,2,0,2,17.22,77,6.0032,162,22,4,正常,2,2
4405,4,0,1,24.6,33,31.0009,472,14,10,中高峰,3,0
6192,1,0,2,10.66,56,0.0,90,6,2,正常,0,2
9256,3,0,1,22.96,73,15.0013,124,1,9,低谷,2,2
6127,1,0,2,10.66,81,19.0012,235,13,2,高峰,0,0
10186,4,0,1,14.76,66,8.9981,255,20,11,中高峰,1,0
10082,4,0,1,13.94,46,15.0013,150,11,11,中高峰,1,1
6142,1,0,2,4.1,46,47.9988,1,4,2,低谷,0,2
6305,1,0,2,14.76,40,26.0027,74,23,2,正常,1,1
1880,2,0,1,13.94,66,16.9979,89,6,5,正常,1,2
8780,3,0,2,27.88,89,11.0014,43,5,8,低谷,3,2
9118,3,1,1,27.88,85,0.0,43,7,9,正常,3,2
4972,4,0,1,9.84,65,19.0012,97,6,12,正常,0,2
7561,2,0,3,22.14,88,16.9979,59,10,5,正常,2,1
5644,1,0,2,7.38,93,11.0014,471,8,1,高峰,0,0
4186,4,0,1,22.14,49,0.0,144,11,10,中高峰,2,1
3718,3,1,3,27.06,94,16.9979,82,20,9,中高峰,3,1
4986,4,0,1,13.94,46,7.0015,190,20,12,中高峰,1,0
6181,1,0,1,13.94,25,8.9981,263,19,2,高峰,1,0
8994,3,0,1,26.24,65,7.0015,6,3,8,低谷,3,2
9042,3,0,2,25.42,61,11.0014,55,3,8,低谷,3,2
9664,4,0,1,18.04,54,15.0013,109,1,10,低谷,2,2
9879,4,0,1,18.86,63,26.0027,48,0,10,低谷,2,2
6493,1,0,1,22.14,42,23.9994,361,19,3,高峰,2,0
8477,3,0,1,32.8,55,7.0015,632,14,7,中高峰,4,0
6122,1,0,3,9.02,93,8.9981,78,8,2,高峰,0,1
2322,2,0,2,29.52,30,8.9981,440,16,6,高峰,4,0
2018,2,0,2,21.32,55,8.9981,38,0,5,低谷,2,2
7620,2,0,1,26.24,73,12.998,393,21,5,正常,3,2
10133,4,0,2,13.12,53,23.9994,161,14,11,中高峰,1,1
1577,2,0,1,30.34,48,35.0008,141,15,4,中高峰,4,1
6863,2,0,2,18.04,62,0.0,366,7,4,正常,2,0
7105,2,0,1,18.86,51,11.0014,406,10,4,正常,2,0
4511,4,0,1,14.76,81,8.9981,11,1,11,低谷,1,2
1205,1,0,1,13.12,53,0.0,19,23,3,正常,1,2
5447,1,1,1,14.76,43,27.9993,12,1,1,低谷,1,2
7949,2,0,2,33.62,34,19.0012,259,14,6,中高峰,5,1
9731,4,0,2,20.5,72,11.0014,360,20,10,中高峰,2,0
8705,3,0,1,30.34,70,19.9995,73,2,8,低谷,4,2
964,1,0,1,14.76,40,19.9995,106,15,3,中高峰,1,1
3704,3,1,2,27.06,74,8.9981,11,6,9,正常,3,2
3306,3,0,3,29.52,74,19.9995,193,16,8,高峰,4,0
5702,1,0,1,18.04,67,12.998,421,18,1,高峰,2,0
2217,2,0,2,20.5,100,0.0,257,7,5,正常,2,0
3368,3,0,1,27.88,61,0.0,119,6,8,正常,3,2
2379,2,0,1,25.42,69,8.9981,4,1,6,低谷,3,2
2884,3,0,1,26.24,89,11.0014,55,2,7,低谷,3,2
1511,2,0,2,12.3,93,22.0028,63,20,4,中高峰,1,0
8919,3,0,1,28.7,74,15.0013,60,0,8,低谷,4,2
1664,2,1,1,14.76,81,6.0032,47,6,4,正常,1,2
1771,2,0,1,22.96,60,7.0015,411,17,4,高峰,2,0
8856,3,0,1,27.88,79,12.998,271,9,8,中高峰,3,1
5994,1,0,1,9.84,70,8.9981,42,23,2,正常,0,1
3865,3,0,1,22.96,88,0.0,12,1,9,低谷,2,2
2095,2,0,2,20.5,82,7.0015,14,5,5,低谷,2,2
6733,1,0,1,22.96,64,12.998,271,20,3,中高峰,2,1
2942,3,0,1,34.44,53,19.0012,148,12,7,中高峰,5,1
4677,4,0,1,14.76,87,6.0032,48,23,11,正常,1,2
9565,4,0,2,25.42,94,7.0015,240,22,10,正常,3,2
7544,2,0,1,28.7,45,27.9993,478,17,5,高峰,4,0
1413,2,0,2,29.52,23,32.9975,386,18,4,高峰,4,0
9444,3,0,1,24.6,56,7.0015,191,21,9,正常,3,1
4353,4,0,3,22.96,100,8.9981,69,10,10,正常,2,1
1146,1,0,1,13.12,66,15.0013,99,10,3,正常,1,0
